 County, FIPS, Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad
Louisa,19115,1.434339715,0.001116318,0.008825034,0.006219074,1.39541802,0.015684888,0,0,0,0.007076382
Lucas,19117,0.028320926,0.00139033,0.002119145,0.005226764,0,0.014282855,0,0.000578656,0.001454559,0.003268616
Lyon,19119,0.039023026,0.001915507,0.002605667,0.006750591,0,0.016670397,0,0,0,0.011080864
Madison,19121,0.040272965,0.001903475,0.003360106,0.007743998,0,0.019023405,0,0.000570712,0.001434589,0.006236679
Mahaska,19123,0.068273727,0.00457973,0.005877016,0.01191454,0,0.033469054,0,0.000746709,0.001876992,0.009809686
Marion,19125,0.174578149,0.008473704,0.053964573,0.016790958,0.037665409,0.040967302,0,0.001377971,0.003463784,0.011874448
Marshall,19127,0.453374289,0.008241109,0.034444258,0.020911017,0.321412893,0.052610813,0,0.000820999,0.002063731,0.012869468
Mills,19129,0.051683065,0.002569555,0.000336011,0.007785655,0,0.033447877,0,0,0,0.007543968
Mitchell,19131,0.038773972,0.001764027,0.006276425,0.006772496,0,0.014228111,0,0,0,0.009732913
Monona,19133,0.05146862,0.002187681,0.000786138,0.005940206,0,0.030664704,0,0.000168336,0.000423145,0.011298409
Monroe,19135,0.029603187,0.001300283,0.00572486,0.004528224,0,0.013219647,0,0.000315631,0.000793398,0.003721144
Montgomery,19137,0.036389156,0.003105007,0.003810234,0.00646684,0,0.01467865,0,0.000420841,0.001057863,0.006849723
Muscatine,19139,0.654134973,0.008050712,0.049558396,0.021175098,0.506332008,0.053654566,0,0.000904525,0.002273689,0.012185979
O'Brien,19141,0.059096447,0.004987829,0.0047174,0.007337855,0.008006954,0.019602574,0,0.000562484,0.001413907,0.012467445
Osceola,19143,0.029511092,0.001053549,0.003391805,0.004268212,0,0.011502724,0,0,0,0.009294802
Page,19145,0.058198967,0.003480931,0.014099766,0.009288482,0,0.019830678,0,0.000603563,0.001517169,0.009378377
Palo Alto,19147,0.041048166,0.001934956,0.005620119,0.005841062,0,0.01487249,0,0.000368236,0.00092563,0.011485674
Plymouth,19149,0.084127398,0.005396877,0.010936195,0.012095328,0,0.037436902,0,0.000526051,0.001322327,0.016413718
Pocahontas,19151,0.038134725,0.001302938,0.003753175,0.005154398,0,0.014780345,0,0.000552246,0.001388171,0.011203453
Polk,19153,1.190967253,0.179757427,0.113343648,0.177476729,0.002030413,0.558123159,0,0.024736774,0.062180449,0.073318654
Pottawattamie,19155,1.938725174,0.022768318,0.028053717,0.045476079,1.589502059,0.184659128,0,0.003295719,0.008284396,0.056685758
Poweshiek,19157,0.094520951,0.006381011,0.011215147,0.009686394,1.16039E-05,0.056819967,0,0.000236616,0.000594778,0.009575435
Ringgold,19159,0.017785646,0.000760524,0.000982673,0.00312197,0,0.008616662,0,0,0,0.004303819
Sac,19161,0.042086623,0.002043759,0.001401101,0.007428146,0,0.018744576,0,0.000526051,0.001322327,0.010620663
Scott,19163,0.812122029,0.05152698,0.083520828,0.081407424,0.19204603,0.223895818,0.140284646,0.00307586,0.00773174,0.028632704
Shelby,19165,0.04268791,0.003827804,0.001540577,0.006761509,0,0.017467316,0,0.000720299,0.001810608,0.010559796
Sioux,19167,0.105577341,0.008500828,0.025137398,0.013331521,0,0.038700616,0,0.000235558,0.000592114,0.019079307
Story,19169,0.352048917,0.019925036,0.02362852,0.037315539,0.132459176,0.107240278,0,0.002608363,0.006556602,0.022315403
Tama,19171,0.058418154,0.003457482,0.002909979,0.010580272,0,0.029584172,0,0,0,0.01188625
Taylor,19173,0.020267244,0.000719236,0.002119145,0.004041843,0,0.007739812,0,0,0,0.005647209
Union,19175,0.039000332,0.003206358,0.005800938,0.006828126,0,0.01711916,0,0.000273263,0.000686897,0.005085589
Van Buren,19177,0.026360673,0.000784284,0.004456896,0.004638584,0,0.011254861,0,0,0,0.005226048
Wapello,19179,1.477312382,0.008098744,0.021308145,0.019998885,1.374725065,0.043320836,0,0.000819789,0.002060692,0.006980227
Warren,19181,0.115655997,0.006613661,0.001768811,0.019937006,0,0.078808694,0,0,0,0.008527825
Washington,19183,0.071027753,0.003777768,0.008153012,0.01166654,0,0.036651516,0,0.000341826,0.000859242,0.009577849
Wayne,19185,0.022964811,0.000920785,0.002770503,0.003910837,0,0.010112335,0,0,0,0.005250352
Webster,19187,0.123180819,0.011145548,0.013484803,0.021719031,0,0.053695861,0,0.002131431,0.005357746,0.015646399
Winnebago,19189,0.059880261,0.002344725,0.027749405,0.007179803,0,0.012524106,0,0,0,0.010082223
Winneshiek,19191,0.074828346,0.006523376,0.012768403,0.011017339,0,0.030754485,0,0.000740766,0.001862053,0.011161924
Woodbury,19193,2.986622618,0.033219087,0.043789157,0.049866215,2.69094428,0.127060867,0,0.006025941,0.015147319,0.020569752
Worth,19195,0.041871717,0.000857337,0.002092142,0.004988586,0,0.025342887,0,0,0,0.008590767
Wright,19197,0.095639886,0.002921249,0.048858276,0.008042464,0,0.023101257,0,0.000178857,0.000449593,0.012088189
Allen,20001,0.166176841,0.002382138,0.019820053,0.006789047,2.94464E-06,0.021979499,0.107292559,0.000435457,0.001094599,0.006380545
Anderson,20003,0.028625235,0.001689041,0.003705245,0.004097201,0,0.011458298,0,0.000315631,0.000793398,0.006566421
Atchison,20005,0.083285716,0.003308489,0.042822433,0.007888186,0,0.020373429,0,0.000867877,0.002181569,0.005843732
Barber,20007,0.049492908,0.000835554,0.033107181,0.002961228,0,0.006763599,0,0,0,0.005825346
Barton,20009,0.103528889,0.006177601,0.015380189,0.015139505,0.016796469,0.03177614,0,0.001066039,0.002679687,0.01451326
Bourbon,20011,0.053667399,0.003789034,0.012910249,0.0075469,0,0.022397638,0,0.000509879,0.001281675,0.005232025
Brown,20013,0.038653446,0.002241631,0.002523958,0.006069854,0.00039374,0.017023566,0,0.000456269,0.001146916,0.008797513
Butler,20015,0.311135364,0.006740898,0.13035032,0.025011728,0,0.119076113,0,0.004496127,0.011301848,0.01415833
Chase,20017,0.029767373,0.000256905,0.000540245,0.001753063,0,0.024795543,0,0,0,0.002421617
Chautauqua,20019,0.013981568,0.000418686,7.95661E-05,0.002312016,0,0.009841344,0,0,0,0.001329956
Cherokee,20021,0.237077342,0.001873402,0.022893035,0.009653518,0.167033957,0.027439057,0,6.44144E-05,0.00016192,0.007958039
Cheyenne,20023,0.015684533,0.000472328,0.002197105,0.001926383,1.05166E-05,0.00415353,0,0.000445664,0.001120255,0.005358751
Clark,20025,0.013283844,0.000385175,0.002619929,0.001354315,2.18745E-05,0.005568207,0,0.000268393,0.000674658,0.002391292
Clay,20027,0.041778193,0.001666568,0.015902955,0.004745496,0,0.010370361,0,0.000368236,0.00092563,0.007798948
Cloud,20029,0.039294112,0.002537333,0.010844568,0.005428107,0,0.011381521,0,0.000404669,0.00101721,0.007680704
Coffey,20031,0.04346705,0.001346116,0.001198669,0.00458826,8.00496E-05,0.026812688,0,0.000631261,0.001586792,0.007223214
Comanche,20033,0.007507274,0.000347055,0.000664628,0.001221111,0,0.002639995,0,0,0,0.002634485
Cowley,20035,0.149317433,0.006963762,0.069959122,0.017000324,0.000735079,0.042023652,0,0.000588894,0.001480295,0.010566305
Crawford,20037,0.114742916,0.008938598,0.028446012,0.018657744,0,0.045940647,0,0.000967367,0.002431653,0.009360895
Decatur,20039,0.017772382,0.00061984,0.000109737,0.002182673,1.05162E-07,0.007968389,0,0.000588894,0.001480295,0.004822449
Dickinson,20041,0.112653055,0.002938201,0.019137709,0.010532714,8.39964E-05,0.055076148,0,0.003958605,0.009950683,0.010974998
Doniphan,20043,0.035452223,0.000724967,0.007389709,0.004272707,0,0.018105914,0,0,0,0.004958927
Douglas,20045,1.539442715,0.026931871,0.055445997,0.04497073,1.290627729,0.10261984,0,0.001388208,0.003489515,0.013968826
Edwards,20047,0.018563262,0.000473339,0.001810213,0.001975927,0,0.00780519,0,0,0,0.006498594
Elk,20049,0.008732503,0.000201002,0.000477397,0.001702588,0,0.004173643,0,0,0,0.002177872
Ellis,20051,0.104987104,0.0085903,0.010436571,0.012693031,0,0.054299473,0,0.003154569,0.007929587,0.007883574
Ellsworth,20053,0.1253016,0.001032568,0.077749172,0.003305138,0,0.029909243,0,0.002184853,0.005492031,0.005628595
Finney,20055,0.858594836,0.007791657,0.070954279,0.016883144,0.699418282,0.034618481,0,0.003694804,0.009287575,0.015946615
Ford,20057,0.206114496,0.017557358,0.069672232,0.014239737,0.053575842,0.031703678,0,0.002248768,0.005652694,0.011464187
Franklin,20059,0.10504506,0.003717487,0.010836551,0.011801355,0.00091161,0.066800911,0,0.000867877,0.002181569,0.0079277
Geary,20061,0.079553416,0.004687618,0.006880877,0.011031388,0,0.048657311,0,0.000594346,0.001493995,0.006207881
Gove,20063,0.051599538,0.000588709,0.00095387,0.001735689,0,0.040859939,0,0,0,0.007461331
Graham,20065,0.012204872,0.000548048,7.95661E-05,0.00176862,0.00017813,0.0037862,0,0.000172431,0.000433438,0.005238438
Grant,20067,0.163875451,0.001056645,0.145161788,0.003664043,0,0.004711663,0,0.001114945,0.002802622,0.005363744
Gray,20069,0.028754078,0.000824986,0.000986926,0.002795338,0,0.014138749,0,0.000375751,0.000944521,0.008687808
Greeley,20071,0.016622343,0.000339927,0.008924822,0.000967525,0,0.001958316,0,0.000268393,0.000674658,0.003488703
Greenwood,20073,0.022895922,0.000827333,0.000599335,0.004138136,0,0.011502143,0,0.000483684,0.001215831,0.004129461
Hamilton,20075,0.019883189,0.000682431,0.005406831,0.001455551,0,0.006213995,0,0.000536787,0.001349315,0.00423828
Harper,20077,0.032992984,0.000980136,0.009784641,0.003693297,5.16915E-05,0.008347748,0,0.000263026,0.000661161,0.009211284
Harvey,20079,0.1474801,0.006681569,0.035008208,0.013865012,0,0.05739605,0,0.006553119,0.016472474,0.011503669
Haskell,20081,0.049714427,0.000579785,0.028433371,0.001965238,0,0.010035129,0,0.000236616,0.000594778,0.007869511
Hodgeman,20083,0.01078794,0.000323089,0.002000868,0.001180779,0,0.002854053,0,0,0,0.00442915
Jackson,20085,0.037564985,0.002524743,0.001392408,0.006315672,0,0.022398767,0,0,0,0.004933396
Jefferson,20087,0.061912608,0.001135005,0.00139282,0.009066088,0,0.043642935,0,0,0,0.00667576
Jewell,20089,0.0193982,0.000475538,7.95661E-05,0.00244375,0,0.008179049,0,0,0,0.008220297
Johnson,20091,1.372278686,0.174548715,0.19629945,0.204247935,0.000329193,0.642066877,0,0.020912135,0.052566513,0.081307868
Kearny,20093,0.035450512,0.000687756,0.014015028,0.002087184,6.53138E-05,0.010626765,0,0.00042943,0.001079452,0.006459584
Kingman,20095,0.043278312,0.001274179,0.013278917,0.004618497,0,0.012718784,0,0.000526051,0.001322327,0.009539556
Kiowa,20097,0.064048397,0.000742666,0.050146885,0.001828892,0,0.007271372,0,0,0,0.004058582
Labette,20099,0.080368891,0.005135206,0.021821991,0.01117297,5.91085E-06,0.032476832,0,0.000716151,0.001800174,0.007239656
Lane,20101,0.009205735,0.000293178,7.95661E-05,0.001255743,0,0.002660269,0,0,0,0.004916977
Leavenworth,20103,0.161120069,0.011351181,0.010541501,0.028217504,0,0.093788109,0,0.002377308,0.005975803,0.008868663
Lincoln,20105,0.025310757,0.000447393,7.95661E-05,0.002155453,5.98452E-05,0.011255386,0,0.001578415,0.003967636,0.005767063
Linn,20107,2.843484454,0.000582881,0.001424937,0.004471552,2.809588798,0.022624045,0,0,0,0.004792241
Logan,20109,0.016529089,0.000516751,7.95661E-05,0.001731253,0.00022126,0.007739152,0,0.000325868,0.000819129,0.005096108
Lyon,20111,0.207491352,0.009089287,0.08744239,0.014719727,0,0.081895484,0,0.001303473,0.003276522,0.009764469
McPherson,20113,0.232022131,0.006198817,0.121187993,0.014678827,0.001815324,0.069129584,0,0.00095713,0.002405926,0.01564853
Marion,20115,0.04761684,0.002328976,0.002675902,0.006821564,0,0.024866481,0,0,0,0.010923917
Marshall,20117,0.049395065,0.00365732,0.00767317,0.006042691,0,0.018004108,0,0.000858859,0.0021589,0.011000016
Meade,20119,0.057780389,0.000596988,0.035099615,0.002299992,0.000633251,0.010807011,0,0.000536787,0.001349315,0.006457429
Miami,20121,0.088206412,0.004369948,0.021614497,0.010391163,3.3653E-05,0.041356431,0,0.000699656,0.001758716,0.007982349
Mitchell,20123,0.028342937,0.001645641,0.003393415,0.003997456,0,0.008113999,0,0.000450073,0.001131344,0.009611007
Montgomery,20125,0.376420106,0.007049664,0.211171664,0.018351084,0.04122002,0.045765378,0.039413593,0.001297138,0.003260597,0.008890967
Morris,20127,0.029191343,0.000855881,0.001857093,0.003360334,0,0.0142235,0,0.001245346,0.003130404,0.004518786
Morton,20129,0.029493303,0.000521988,0.016980184,0.001819683,0,0.004467878,0,0.000644144,0.001619174,0.003440251
Nemaha,20131,0.048806018,0.001959489,0.008897164,0.005481049,0,0.024469527,0,0,0,0.00799879
Neosho,20133,0.242545687,0.003592934,0.016004329,0.008565454,0.000682189,0.023585784,0.181253869,0.000536289,0.001348063,0.006976777
Ness,20135,0.015896705,0.000690376,0.000287005,0.002169515,0,0.00440791,0,0.00042943,0.001079452,0.006833018
Norton,20137,0.019075776,0.001091918,0.001485674,0.003195864,0.00025333,0.005517401,0,0.000551869,0.001387229,0.005592491
Osage,20139,0.081202697,0.002393968,0.001392408,0.008264217,0.000216812,0.05952231,0,0.000473446,0.001190095,0.007749441
Osborne,20141,0.024758832,0.000821613,0.002017478,0.002740623,0,0.009905767,0,0.000737234,0.001853177,0.006682939
Ottawa,20143,0.029080511,0.000587308,0.003692315,0.003315516,0.0004633,0.014706626,0,0,0,0.006315446
Pawnee,20145,0.028238639,0.002736763,0.004924218,0.003677591,7.57193E-06,0.005629253,0,0.000657457,0.00165264,0.008953145
Phillips,20147,0.031946392,0.000951617,0.012641929,0.003471326,0,0.007860556,0,0.000172431,0.000433438,0.006415095
Pottawatomie,20149,4.70282984,0.003497501,0.011878588,0.008865487,4.636205107,0.035360885,0,0,0,0.007022271
Pratt,20151,0.034308436,0.002206842,0.001275044,0.005338939,0.00362304,0.010945166,0,0.000751088,0.001887997,0.00828032
Rawlins,20153,0.020254992,0.000480781,0.007392748,0.001857119,0,0.003839521,0,0.000263026,0.000661161,0.005760635
Reno,20155,0.306773269,0.01374305,0.101586273,0.030915335,0.036760455,0.075586121,0,0.008478173,0.02131145,0.018392412
Republic,20157,0.030353649,0.000995798,0.004482347,0.003657603,0.000161094,0.010288627,0,0.000431078,0.001083598,0.009253504
Rice,20159,0.075457313,0.001793801,0.045856691,0.005491764,0,0.011111552,0,0.000588894,0.001480295,0.009134316
Riley,20161,0.146103804,0.01417637,0.028132242,0.021000486,0,0.06012062,0,0.004202865,0.010564679,0.007906541
Rooks,20163,0.026909976,0.000718185,0.002734991,0.003177606,2.12371E-05,0.012839681,0,0.000372346,0.000935963,0.006109967
Rush,20165,0.024520808,0.000828409,0.005718871,0.002217471,1.93505E-05,0.008162151,0,0.000354279,0.000890545,0.006329732
Russell,20167,0.04730992,0.001505759,0.001693658,0.004299464,0.000439392,0.031419265,0,0.000483684,0.001215831,0.006252867
Saline,20169,0.241296351,0.015293937,0.051848843,0.025296135,0,0.090115708,0,0.012714526,0.03196031,0.014066892
Scott,20171,0.025709176,0.001046339,0.008161661,0.00274984,0,0.003443679,0,0.000858859,0.0021589,0.007289898
Sedgwick,20173,1.848292796,0.115345664,0.699343374,0.189136038,0.140033316,0.502223081,0,0.034625892,0.087038568,0.080546863
Seward,20175,0.163602611,0.019632367,0.071161535,0.009439326,0.021116622,0.018528555,0,0.00498274,0.012525033,0.006216434
Shawnee,20177,1.050508049,0.050025473,0.115783344,0.077535006,0.506617715,0.222520188,0,0.016378177,0.041169576,0.020478571
Sheridan,20179,0.01734763,0.000538203,0.002269975,0.001603747,0,0.006176904,0,0,0,0.006758801
Sherman,20181,0.054126463,0.001682542,0.00309347,0.003737005,0.000319445,0.034731031,0,0.000714579,0.001796227,0.008052164
Smith,20183,0.024085737,0.000726498,0.001629177,0.002610872,0,0.01020559,0,0.000289221,0.00072701,0.007897368
Stafford,20185,0.025902258,0.00052219,0.002073253,0.002834203,3.65976E-05,0.010898865,0,0.000171772,0.000431778,0.008933599
Stanton,20187,0.014622039,0.000280679,7.95661E-05,0.001132109,0.000436687,0.003201849,0,0.001177788,0.002960586,0.005352774
Stevens,20189,0.067219398,0.000856631,0.051266425,0.002688356,0,0.002594331,0,0.000604852,0.001520408,0.007688396
Sumner,20191,0.122625906,0.004907457,0.009741391,0.012726024,0.000957276,0.072627858,0,0.000841682,0.002115721,0.018708498
Thomas,20193,0.063122374,0.0019657,0.000202592,0.00417395,5.51807E-05,0.045244504,0,0.000441316,0.00110933,0.009929802
Trego,20195,0.042607062,0.000519313,0.002297882,0.00189653,0,0.03179282,0,0.000229116,0.000575923,0.005295478
Wabaunsee,20197,0.040310571,0.001266907,0.0006331,0.003723627,0,0.031130074,0,0,0,0.003556863
Wallace,20199,0.006759069,0.000320157,7.95661E-05,0.00098709,4.20663E-07,0.002245965,0,0,0,0.00312587
Washington,20201,0.034605355,0.001341106,0.001205365,0.003733645,0.004963503,0.014661958,0,8.58859E-05,0.000215891,0.008398
Wichita,20203,0.013521744,0.000326803,0.001101647,0.001281465,0,0.003331592,0,0.000536787,0.001349315,0.005594135
Wilson,20205,0.096091986,0.001378521,0.014958658,0.005370177,0.000671866,0.017318892,0.050118519,0,0,0.006275353
Woodson,20207,0.013727231,0.000449623,0.000747614,0.002094818,0,0.006900273,0,0,0,0.003534904
Wyandotte,20209,1.273432761,0.037426991,0.166110652,0.073770941,0.770162066,0.210976204,0,0,0,0.014985907
Adair,21001,0.035151384,0.002104162,0.002111801,0.003427839,0,0.024587958,0,0,0,0.002919625
Allen,21003,0.048138701,0.001119494,0.012317192,0.00358504,0,0.026880294,0,0,0,0.00423668
Anderson,21005,0.053721201,0.004006735,0.014266908,0.004461625,0,0.028566275,0,0,0,0.002419659
Ballard,21007,0.073442119,0.000662403,0.049705876,0.002797985,0,0.015205624,0,0,0,0.005070231
Barren,21009,0.165964351,0.006463858,0.050604321,0.011933356,0,0.082018395,0,0.001654869,0.004159819,0.009129734
Bath,21011,0.061933936,0.000523806,0.013701139,0.003408156,0,0.04195936,0,0,0,0.002341475
Bell,21013,0.069661595,0.005249392,0.006808837,0.006446657,0,0.042026661,0,0.002151081,0.005407138,0.00157183
Boone,21015,1.625792747,0.021909731,0.071991917,0.026106751,0.885645459,0.148642675,0,0.127441256,0.320347133,0.023707826
Bourbon,21017,0.053196142,0.001984817,0.012863371,0.006686248,0,0.028067653,0,0,0,0.003594052
Boyd,21019,1.038651975,0.021568054,0.915961015,0.016569481,0,0.080189003,0,0,0,0.004364421
Boyle,21021,0.107692582,0.007658574,0.046779758,0.009687291,0,0.038328596,0,0,0,0.005238363
Bracken,21023,0.020538453,0.000353656,0.002206923,0.00271802,0,0.013336761,0,0,0,0.001923093
Breathitt,21025,0.031801195,0.001787641,0.002548973,0.003599146,0,0.020345464,0,0.000689442,0.001733038,0.001097491
Breckinridge,21027,0.054692808,0.001243952,0.00724493,0.005516375,0,0.035278601,0,0.000300862,0.000756268,0.004351821
Bullitt,21029,0.18890093,0.004378872,0.031143082,0.019298947,0,0.125831943,0,0,0,0.008248086
Butler,21031,0.049846389,0.000796513,0.022314486,0.003194313,0,0.020698833,0,0,0,0.002842244
Caldwell,21033,0.045076136,0.001488187,0.008865581,0.005304688,0,0.024656061,0,0.000506203,0.001272435,0.002982982
Calloway,21035,0.104841908,0.007075913,0.021327069,0.010677816,0,0.051394103,0,0.001419733,0.003568758,0.009378516
Campbell,21037,0.217573932,0.011785555,0.021049704,0.034461901,0.003746814,0.139001051,0,0,0,0.007528906
Carlisle,21039,0.016083378,0.000301258,0.000820637,0.001922648,0,0.00991257,0,0,0,0.003126264
Carroll,21041,3.173117808,0.005325999,0.098324284,0.003684276,3.026236005,0.036518542,0,0,0,0.003028702
Carter,21043,0.127559015,0.002447975,0.007747617,0.004864145,0,0.110164701,0,0,0,0.002334578
Casey,21045,0.050479459,0.004964022,0.015522255,0.002932481,0,0.024808401,0,0,0,0.002252301
Christian,21047,0.257681861,0.012239619,0.05657871,0.018571437,6.70696E-07,0.148249951,0,0.002606845,0.006552792,0.012881835
Clark,21049,0.471792496,0.004555055,0.03370686,0.010887645,0.332606422,0.083308077,0,0,0,0.006728438
Clay,21051,0.049816582,0.00169429,0.004464245,0.005019901,0,0.036860221,0,0,0,0.001777925
Clinton,21053,0.040146905,0.00107872,0.015278409,0.002733716,0,0.017997066,0,0,0,0.003058993
Crittenden,21055,0.017030532,0.00101825,0.001812584,0.003215462,0,0.008056729,0,9.09133E-05,0.000228529,0.002608064
Cumberland,21057,0.013723552,0.000740028,0.001287769,0.001350055,0,0.008615512,0,0,0,0.001730188
Daviess,21059,1.006861267,0.019383627,0.11139233,0.03839986,0.684673877,0.104901444,0,0.008469007,0.021288414,0.018352708
Edmonson,21061,0.024548019,0.000451904,0.000101001,0.001793143,0,0.019800468,0,0,0,0.002401502
Elliott,21063,0.010882979,0.00024085,0.000375105,0.00135215,0,0.008103779,0,0,0,0.000811095
Estill,21065,0.019129094,0.00106664,0.001821013,0.004056234,0,0.01072377,0,0,0,0.001461437
Fayette,21067,0.803371448,0.105729054,0.155149421,0.08967778,9.95536E-05,0.364003573,0,0.015150119,0.038082625,0.035479323
Fleming,21069,0.032271866,0.001357678,0.003838056,0.002847579,0,0.021215209,0,0,0,0.003013344
Floyd,21071,0.098611802,0.004691915,0.008977198,0.011554154,0,0.069275549,0,0,0,0.004112986
Franklin,21073,0.181482737,0.011274214,0.029291796,0.017419936,0,0.09023457,0,0.008047032,0.020227697,0.004987492
Fulton,21075,0.030614657,0.001402792,0.008441134,0.003137664,0,0.009399111,0,0.0007612,0.001913419,0.005559336
Gallatin,21077,0.065554683,0.001653623,0.016029229,0.002305388,0,0.044349717,0,0,0,0.001216726
Garrard,21079,0.030517119,0.000891474,0.002365024,0.00329694,0,0.021996974,0,0,0,0.001966707
Grant,21081,0.08548195,0.002289641,0.006110589,0.007862316,0,0.066387489,0,0,0,0.002831916
Graves,21083,0.126591108,0.008805901,0.030251521,0.014061545,0,0.062856742,0,0.000880852,0.002214181,0.007520366
Grayson,21085,0.073030828,0.002946932,0.022780429,0.005547181,0,0.035940212,0,0,0,0.005816074
Green,21087,0.021724595,0.00083179,0.002102093,0.002933978,0,0.014086631,0,0,0,0.001770102
Greenup,21089,0.107389812,0.002452947,0.038325183,0.011888842,0,0.04559377,0,0.001602756,0.004028821,0.003497493
Hancock,21091,1.21580279,0.000541006,0.372985724,0.002884237,0.823869506,0.01212694,0,0,0,0.003395376
Hardin,21093,0.224560793,0.016722172,0.061126237,0.021355648,0.000918292,0.105224069,0,0.001518448,0.003816903,0.013879023
Harlan,21095,0.053314492,0.002893738,0.003879262,0.006221937,0,0.03359512,0,0.000791562,0.001989732,0.00394314
Harrison,21097,0.05263297,0.001670403,0.017351361,0.005950891,0,0.02096368,0,0.001099443,0.002763651,0.002833541
Hart,21099,0.076660679,0.001255312,0.009715009,0.004011279,0,0.058222289,0,0,0,0.00345679
Henderson,21101,0.878942288,0.028764627,0.120446178,0.015305377,0.618023334,0.072793993,0,0.002728704,0.0068591,0.014020974
Henry,21103,0.060531264,0.001104474,0.005167323,0.00451836,0,0.046815112,0,0,0,0.002925995
Hickman,21105,0.01908535,0.000370486,0.002977672,0.002006971,0,0.009683933,0,0,0,0.004046288
Hopkins,21107,0.137100818,0.007152848,0.029614652,0.015699133,0,0.072109222,0,0.001616375,0.004063053,0.006845535
Jackson,21109,0.026426928,0.000632167,0.006097964,0.00158508,0,0.016545833,0,0,0,0.001565884
Jefferson,21111,5.848311208,0.191234558,0.548745331,0.297779858,3.182280567,1.16540356,0.186572658,0.049949085,0.125556254,0.100789338
Jessamine,21113,0.098109974,0.006251277,0.018049144,0.009993685,0,0.05335967,0,0,0,0.010456198
Johnson,21115,0.045425236,0.00258435,0.00276817,0.005134091,0,0.032822045,0,0,0,0.00211658
Kenton,21117,0.377444931,0.026539054,0.049621412,0.058706466,8.41325E-07,0.226482895,0,0,0,0.016094264
Knott,21119,0.042006093,0.000934796,0.00623744,0.004321009,0,0.027891035,0,0,0,0.002621812
Knox,21121,0.068315011,0.00303825,0.007136704,0.009420871,0,0.045466384,0,0,0,0.003252802
Larue,21123,0.035206473,0.001597353,0.005914435,0.003552557,0,0.021349667,0,0,0,0.00279246
Laurel,21125,0.194865374,0.009553256,0.025015759,0.008999431,0,0.137758561,0,0.002156986,0.005421983,0.005959396
Lawrence,21127,1.405407779,0.001266195,0.000688699,0.003377406,1.378499409,0.019838336,0,0,0,0.001737733
Lee,21129,0.015009629,0.001113743,0.001096869,0.001897934,0,0.009546946,0,0,0,0.001354138
Leslie,21131,0.027633459,0.000702114,0.001168683,0.001353953,0,0.0228604,0,0,0,0.001548309
Letcher,21133,0.048021868,0.002240634,0.001648813,0.002770791,0,0.039097794,0,0,0,0.002263836
Lewis,21135,0.030299112,0.000497094,0.001968528,0.002982232,0,0.021937448,0,0,0,0.00291381
Lincoln,21137,0.079993861,0.001325775,0.023944664,0.004823833,0.00125082,0.036583517,0,0.002494084,0.00626934,0.00330183
Livingston,21139,0.030199478,0.000742451,0.00061941,0.003079819,0,0.02143862,0,0,0,0.004319178
Logan,21141,0.124533297,0.00222504,0.058188766,0.008926684,0,0.044558929,0,0.00099528,0.00250182,0.007136779
Lyon,21143,0.074105949,0.000825217,0.005459735,0.002295341,0,0.059725562,0,0,0,0.005800094
McCracken,21145,2.945821144,0.018769539,0.043663556,0.02713489,2.71592672,0.118297561,0,0.003585878,0.009013765,0.009429236
McCreary,21147,0.041464799,0.000859348,0.002853292,0.003790109,0,0.031632395,0,0.000153966,0.000387024,0.001788666
McLean,21149,0.021709836,0.000687908,0.002246524,0.002867085,0,0.012058893,0,0,0,0.003849428
Madison,21151,0.266812232,0.017811296,0.06400648,0.01262068,0.001098645,0.153992385,0,0.001901791,0.004780504,0.01060045
Magoffin,21153,0.032069603,0.000811823,0.002344406,0.003093508,0,0.024868099,0,0,0,0.000951768
Marion,21155,0.058792198,0.001997882,0.022220378,0.004696574,0,0.026125712,0,0,0,0.003751652
Marshall,21157,0.513285605,0.009131747,0.392394884,0.010887263,0.012156779,0.074665958,0,0.001375218,0.003456867,0.009216889
Martin,21159,0.034495671,0.000799825,0.003724491,0.002942995,0,0.023323645,0,0.000623717,0.001567826,0.001513171
Mason,21161,1.630009561,0.003288613,0.017185516,0.006139345,1.567410803,0.025048727,0,0.00195547,0.004915436,0.004065651
Meade,21163,0.074888742,0.001564326,0.02071523,0.005675511,0,0.042592484,0,0,0,0.004341191
Menifee,21165,0.012150946,0.000251794,0.001477147,0.001477899,0,0.00805478,0,0,0,0.000889327
Mercer,21167,1.127116176,0.001881437,0.018495147,0.006273811,1.063307567,0.032489096,0,0,0,0.004669117
Metcalfe,21169,0.034384084,0.000513242,0.010738942,0.002561572,0,0.018698648,0,0,0,0.00187168
Monroe,21171,0.024811972,0.001228411,0.006794819,0.002494739,0,0.010747805,0,0.000290126,0.000729284,0.002526788
Montgomery,21173,0.10359744,0.003151734,0.023921043,0.006764036,0,0.050912249,0,0.004114429,0.01034238,0.004391569
Morgan,21175,0.031681696,0.001044125,0.003689969,0.002989491,0,0.021396879,0,0.00023163,0.000582241,0.001747361
Muhlenberg,21177,4.354841063,0.003336158,0.015353928,0.008313624,4.279011344,0.041060108,0,0.000807809,0.002030575,0.004927518
Nelson,21179,0.123509531,0.004963323,0.035374479,0.007833986,0,0.064000145,0,0.001135366,0.002853952,0.007348278
Nicholas,21181,0.016253063,0.000476036,0.001623112,0.002028193,0,0.010906434,0,0,0,0.001219288
